               index         classified?        descriptor_1
                   1                  NO    0.2170000000E-01
                   2                  NO    0.1500000000E-02
                   3                 YES   -0.9471618000E-01
                   4                 YES   -0.5198960000E-01
                   5                 YES   -0.4919508000E-01
                   6                 YES   -0.1253124600E+00
                   7                  NO   -0.5201440000E-02
                   8                  NO   -0.1118380000E-01
                   9                  NO   -0.1917828000E-01
                  10                 YES   -0.6236828000E-01
                  11                 YES   -0.5787152000E-01
                  12                 YES   -0.6111196000E-01
                  13                  NO   -0.2698176000E-01
                  14                  NO   -0.1574944000E-01
                  15                 YES   -0.4033540000E-01
                  16                 YES   -0.3888526000E-01
                  17                 YES   -0.5832837000E-01
                  18                  NO    0.7047700000E-03
                  19                 YES   -0.3970700000E-01
                  20                 YES   -0.1033695200E+00
                  21                 YES   -0.1826272100E+00
                  22                 YES   -0.3323376000E+00
                  23                  NO    0.6858377000E-01
                  24                 YES   -0.6538386000E-01
                  25                 YES   -0.8225280000E-01
                  26                 YES   -0.4077720000E-01
                  27                 YES   -0.2295421800E+00
                  28                 YES   -0.4027994000E-01
                  29                  NO    0.0000000000E+00
                  30                  NO   -0.2386717000E-01
                  31                  NO    0.9667926000E-01
                  32                  NO    0.5325852000E-01
                  33                 YES   -0.6369250000E-01
                  34                 YES   -0.7983099000E-01
                  35                 YES   -0.2000199600E+00
                  36                 YES   -0.8758496000E-01
                  37                  NO   -0.1179468000E-01
                  38                  NO   -0.3466022000E-01
                  39                  NO   -0.1822400000E-03
                  40                  NO    0.3612600000E-03
                  41                  NO   -0.1822400000E-03
                  42                  NO   -0.5940000000E-02
                  43                  NO   -0.2898350000E-01
                  44                  NO   -0.3269950000E-02
                  45                 YES    0.2548051800E+00
                  46                  NO   -0.1249026000E-01
                  47                  NO   -0.7291000000E-02
                  48                  NO   -0.1344336000E-01
                  49                  NO   -0.1095540000E-01
                  50                  NO   -0.2820246000E-01
                  51                  NO   -0.2757480000E-02
                  52                  NO   -0.1669039000E-01
                  53                  NO    0.2091804000E-01
                  54                  NO    0.5289420000E-01
                  55                 YES    0.1632845500E+00
                  56                  NO   -0.4093440000E-02
                  57                  NO   -0.4017200000E-02
                  58                  NO    0.1362240000E-01
                  59                  NO    0.9327900000E-02
                  60                  NO   -0.1904860000E-01
                  61                  NO    0.7524829000E-01
                  62                  NO   -0.8650320000E-02
                  63                 YES    0.1161284900E+00
                  64                  NO    0.7847622000E-01
                  65                  NO    0.2094532000E-01
                  66                  NO   -0.4044030000E-02
