               index         classified?        descriptor_1
                   1                 YES   -0.1000000000E+01
                   2                 YES   -0.1000000000E+01
                   3                  NO   -0.4727000000E+00
                   4                 YES   -0.9998000000E+00
                   5                 YES   -0.9998000000E+00
                   6                 YES   -0.9999000000E+00
                   7                  NO   -0.5713000000E+00
                   8                  NO   -0.3754000000E+00
                   9                  NO   -0.2713000000E+00
                  10                  NO   -0.4205000000E+00
                  11                 YES   -0.7861000000E+00
                  12                 YES   -0.1199100000E+01
                  13                 YES   -0.1497100000E+01
                  14                 YES   -0.6463000000E+00
                  15                  NO   -0.4386000000E+00
                  16                  NO   -0.4085000000E+00
                  17                  NO   -0.3586000000E+00
                  18                  NO   -0.1965000000E+00
                  19                  NO   -0.4879000000E+00
                  20                  NO   -0.4767000000E+00
                  21                 YES   -0.7520000000E+00
                  22                  NO   -0.2541000000E+00
                  23                  NO   -0.2274000000E+00
                  24                  NO   -0.3798000000E+00
                  25                 YES   -0.8944000000E+00
                  26                 YES   -0.1664800000E+01
                  27                 YES   -0.7325000000E+00
                  28                  NO   -0.4266000000E+00
                  29                 YES   -0.1350800000E+01
                  30                  NO   -0.4265000000E+00
                  31                  NO   -0.4747000000E+00
                  32                 YES   -0.7094000000E+00
                  33                  NO   -0.3529000000E+00
                  34                 YES   -0.7635000000E+00
                  35                  NO   -0.5457000000E+00
                  36                 YES   -0.8297000000E+00
                  37                  NO   -0.2361000000E+00
                  38                 YES   -0.1079000000E+00
                  39                 YES   -0.1079000000E+00
                  40                 YES   -0.2240000000E-01
                  41                 YES   -0.7630000000E-01
                  42                  NO   -0.4186000000E+00
                  43                  NO   -0.3805000000E+00
                  44                  NO   -0.2000000000E+00
                  45                 YES    0.1046000000E+00
                  46                  NO   -0.6315000000E+00
                  47                  NO   -0.2897000000E+00
                  48                  NO   -0.5680000000E+00
                  49                 YES    0.5861000000E+00
                  50                 YES    0.7852000000E+00
                  51                 YES    0.5449000000E+00
                  52                 YES    0.1053000000E+00
                  53                 YES    0.0000000000E+00
                  54                  NO   -0.3939000000E+00
                  55                  NO   -0.6101000000E+00
                  56                 YES   -0.1104000000E+00
                  57                 YES    0.6878000000E+00
                  58                  NO   -0.5238000000E+00
                  59                  NO   -0.3730000000E+00
                  60                  NO   -0.5573000000E+00
                  61                 YES    0.1764000000E+00
                  62                  NO   -0.5296000000E+00
                  63                  NO   -0.4233000000E+00
                  64                  NO   -0.4000000000E+00
                  65                 YES   -0.6610000000E-01
                  66                 YES   -0.7650000000E-01
